year,country,gdp_per_capita,social_support,health,freedom,trust,generosity,happiness_score_next_year
2015,Madagascar,0.20824,0.66801,0.46721,0.19184,0.08124,0.21333,3.695
2016,Madagascar,0.27954,0.46115,0.37109,0.13684,0.07506,0.2204,3.64400005340576
2017,Madagascar,0.305808693170547,0.913020372390747,0.375223308801651,0.189196765422821,0.0672319754958153,0.208732530474663,3.774
2015,Malawi,0.01604,0.41134,0.22562,0.43054,0.06977,0.33128,4.156
2016,Malawi,0.08709,0.147,0.29364,0.4143,0.07564,0.30968,3.97000002861023
2017,Malawi,0.233442038297653,0.512568831443787,0.315089583396912,0.466914653778076,0.0727116540074348,0.287170469760895,3.587
2015,Malaysia,1.12486,1.07023,0.72394,0.53024,0.10501,0.33075,6.005
2016,Malaysia,1.25142,0.88025,0.62366,0.39031,0.09081,0.41474,6.08400011062622
2017,Malaysia,1.29121541976929,1.28464603424072,0.618784427642822,0.402264982461929,0.0656007081270218,0.416608929634094,6.322
2015,Mali,0.26074,1.03526,0.20583,0.38857,0.12352,0.18798,4.073
2016,Mali,0.31292,0.86333,0.16347,0.27544,0.13647,0.21064,4.19000005722046
2017,Mali,0.476180493831635,1.28147339820862,0.169365674257278,0.306613743305206,0.104970246553421,0.183354198932648,4.447
2015,Malta,1.2074,1.30203,0.88721,0.60365,0.13586,0.51752,6.488
2016,Malta,1.30782,1.09879,0.80315,0.54994,0.17554,0.56237,6.52699995040894
2017,Malta,1.34327983856201,1.48841166496277,0.821944236755371,0.588767051696777,0.153066068887711,0.574730575084686,6.627
2015,Mauritania,0.45407,0.86908,0.35874,0.24232,0.17461,0.219,4.201
2016,Mauritania,0.61391,0.84142,0.28639,0.1268,0.17955,0.22686,4.29199981689453
2017,Mauritania,0.648457288742065,1.2720308303833,0.285349279642105,0.0960980430245399,0.13695700466632801,0.201870024204254,4.356
2015,Mauritius,1.00761,0.98521,0.7095,0.56066,0.07521,0.37744,5.648
2016,Mauritius,1.14372,0.75695,0.66189,0.46145,0.05203,0.36951,5.62900018692017
2017,Mauritius,1.18939554691315,1.20956099033356,0.638007462024689,0.491247326135635,0.0421815551817417,0.360933750867844,5.891
2015,Mexico,1.02054,0.91451,0.81444,0.48181,0.21312,0.14074,6.778
2016,Mexico,1.11508,0.7146,0.71143,0.37709,0.18355,0.11735,6.57800006866455
2017,Mexico,1.15318381786346,1.210862159729,0.709978997707367,0.412730008363724,0.132774114608765,0.120990432798862,6.488
2015,Moldova,0.59448,1.01528,0.61826,0.32818,0.01615,0.20951,5.897
2016,Moldova,0.69177,0.83132,0.52309,0.25202,0.01903,0.19997,5.83799982070923
2017,Moldova,0.728870630264282,1.25182557106018,0.589465200901031,0.240729048848152,0.0100912861526012,0.208779126405716,5.64
2015,Mongolia,0.82819,1.3006,0.60268,0.43626,0.02666,0.3323,4.907
2016,Mongolia,0.98853,1.08983,0.55469,0.35972,0.03285,0.34539,4.95499992370605
2017,Mongolia,1.02723586559296,1.4930112361908,0.557783484458923,0.394143968820572,0.0329022891819477,0.338464230298996,5.125
2015,Montenegro,0.97438,0.90557,0.72521,0.1826,0.14296,0.1614,5.161
