year,country,happiness_score,gdp_per_capita,social_support,health,freedom,trust,generosity
2020,Finland,7.769,1.34,1.587,0.986,0.596,0.393,0.153
2020,Denmark,7.6,1.383,1.573,0.996,0.592,0.41,0.252
2020,Norway,7.554,1.488,1.582,1.028,0.603,0.341,0.271
2020,Iceland,7.494,1.38,1.624,1.026,0.591,0.118,0.354
2020,Netherlands,7.488,1.396,1.522,0.999,0.557,0.298,0.322
2020,Switzerland,7.48,1.452,1.526,1.052,0.572,0.343,0.263
2020,Sweden,7.343,1.387,1.487,1.009,0.574,0.373,0.267
2020,New Zealand,7.307,1.303,1.557,1.026,0.585,0.38,0.33
2020,Canada,7.278,1.365,1.505,1.039,0.584,0.308,0.285
2020,Austria,7.246,1.376,1.475,1.016,0.532,0.226,0.244
2020,Australia,7.228,1.372,1.548,1.036,0.557,0.29,0.332
2020,Costa Rica,7.167,1.034,1.441,0.963,0.558,0.093,0.144
2020,Israel,7.139,1.276,1.455,1.029,0.371,0.082,0.261
2020,Luxembourg,7.09,1.609,1.479,1.012,0.526,0.316,0.194
2020,United Kingdom,7.054,1.333,1.538,0.996,0.45,0.278,0.348
2020,Ireland,7.021,1.499,1.553,0.999,0.516,0.31,0.298
2020,Germany,6.985,1.373,1.454,0.987,0.495,0.265,0.261
2020,Belgium,6.923,1.356,1.504,0.986,0.473,0.21,0.16
2020,United States,6.892,1.433,1.457,0.874,0.454,0.128,0.28
2020,Czech Republic,6.852,1.269,1.487,0.92,0.457,0.036,0.046
2020,United Arab Emirates,6.825,1.503,1.31,0.825,0.598,0.182,0.262
2020,Malta,6.726,1.3,1.52,0.999,0.564,0.151,0.375
2020,Mexico,6.595,1.07,1.323,0.861,0.433,0.073,0.074
2020,France,6.592,1.324,1.472,1.045,0.436,0.183,0.111
2020,Taiwan,6.446,1.368,1.43,0.914,0.351,0.097,0.242
2020,Chile,6.444,1.159,1.369,0.92,0.357,0.056,0.187
2020,Guatemala,6.436,0.8,1.269,0.746,0.535,0.078,0.175
2020,Saudi Arabia,6.375,1.403,1.357,0.795,0.439,0.132,0.08
2020,Qatar,6.374,1.684,1.313,0.871,0.555,0.167,0.22
2020,Spain,6.354,1.286,1.484,1.062,0.362,0.079,0.153
2020,Panama,6.321,1.149,1.442,0.91,0.516,0.054,0.109
2020,Brazil,6.3,1.004,1.439,0.802,0.39,0.086,0.099
2020,Uruguay,6.293,1.124,1.465,0.891,0.523,0.15,0.127
2020,Singapore,6.262,1.572,1.463,1.141,0.556,0.453,0.271
2020,El Salvador,6.253,0.794,1.242,0.789,0.43,0.074,0.093
2020,Italy,6.223,1.294,1.488,1.039,0.231,0.03,0.158
2020,Bahrain,6.199,1.362,1.368,0.871,0.536,0.11,0.255
2020,Slovakia,6.198,1.246,1.504,0.881,0.334,0.014,0.121
2020,Trinidad & Tobago,6.192,1.231,1.477,0.713,0.489,0.016,0.185
2020,Poland,6.182,1.206,1.438,0.884,0.483,0.05,0.117
2020,Uzbekistan,6.174,0.745,1.529,0.756,0.631,0.24,0.322
2020,Lithuania,6.149,1.238,1.515,0.818,0.291,0.042,0.043
2020,Colombia,6.125,0.985,1.41,0.841,0.47,0.034,0.099
2020,Slovenia,6.118,1.258,1.523,0.953,0.564,0.057,0.144
2020,Nicaragua,6.105,0.694,1.325,0.835,0.435,0.127,0.2
2020,Kosovo,6.1,0.882,1.232,0.758,0.489,0.006,0.262
2020,Argentina,6.086,1.092,1.432,0.881,0.471,0.05,0.066
2020,Romania,6.07,1.162,1.232,0.825,0.462,0.005,0.083
2020,Cyprus,6.046,1.263,1.223,1.042,0.406,0.041,0.19
2020,Ecuador,6.028,0.912,1.312,0.868,0.498,0.087,0.126
2020,Kuwait,6.021,1.5,1.319,0.808,0.493,0.097,0.142
2020,Thailand,6.008,1.05,1.409,0.828,0.557,0.028,0.359
2020,Latvia,5.94,1.187,1.465,0.812,0.264,0.064,0.075
2020,South Korea,5.895,1.301,1.219,1.036,0.159,0.056,0.175
2020,Estonia,5.893,1.237,1.528,0.874,0.495,0.161,0.103
2020,Jamaica,5.89,0.831,1.478,0.831,0.49,0.028,0.107
2020,Mauritius,5.888,1.12,1.402,0.798,0.498,0.06,0.215
2020,Japan,5.886,1.327,1.419,1.088,0.445,0.14,0.069
2020,Honduras,5.86,0.642,1.236,0.828,0.507,0.078,0.246
2020,Kazakhstan,5.809,1.173,1.508,0.729,0.41,0.096,0.146
2020,Bolivia,5.779,0.776,1.209,0.706,0.511,0.064,0.137
2020,Hungary,5.758,1.201,1.41,0.828,0.199,0.02,0.081
2020,Paraguay,5.743,0.855,1.475,0.777,0.514,0.08,0.184
2020,Northern Cyprus,5.718,1.263,1.252,1.042,0.417,0.162,0.191
2020,Peru,5.697,0.96,1.274,0.854,0.455,0.027,0.083
2020,Portugal,5.693,1.221,1.431,0.999,0.508,0.025,0.047
2020,Pakistan,5.653,0.677,0.886,0.535,0.313,0.098,0.22
2020,Russia,5.648,1.183,1.452,0.726,0.334,0.031,0.082
2020,Philippines,5.631,0.807,1.293,0.657,0.558,0.107,0.117
2020,Serbia,5.603,1.004,1.383,0.854,0.282,0.039,0.137
2020,Moldova,5.529,0.685,1.328,0.739,0.245,0,0.181
2020,Libya,5.525,1.044,1.303,0.673,0.416,0.152,0.133
2020,Montenegro,5.523,1.051,1.361,0.871,0.197,0.08,0.142
2020,Tajikistan,5.467,0.493,1.098,0.718,0.389,0.144,0.23
2020,Croatia,5.432,1.155,1.266,0.914,0.296,0.022,0.119
2020,Hong Kong,5.43,1.438,1.277,1.122,0.44,0.287,0.258
2020,Dominican Republic,5.425,1.015,1.401,0.779,0.497,0.101,0.113
2020,Bosnia and Herzegovina,5.386,0.945,1.212,0.845,0.212,0.006,0.263
2020,Turkey,5.373,1.183,1.36,0.808,0.195,0.106,0.083
2020,Malaysia,5.339,1.221,1.171,0.828,0.508,0.024,0.26
2020,Belarus,5.323,1.067,1.465,0.789,0.235,0.142,0.094
2020,Greece,5.287,1.181,1.156,0.999,0.067,0.034,0
2020,Mongolia,5.285,0.948,1.531,0.667,0.317,0.038,0.235
2020,North Macedonia,5.274,0.983,1.294,0.838,0.345,0.034,0.185
2020,Nigeria,5.265,0.696,1.111,0.245,0.426,0.041,0.215
2020,Kyrgyzstan,5.261,0.551,1.438,0.723,0.508,0.023,0.3
2020,Turkmenistan,5.247,1.052,1.538,0.657,0.394,0.028,0.244
2020,Algeria,5.211,1.002,1.16,0.785,0.086,0.114,0.073
2020,Morocco,5.208,0.801,0.782,0.782,0.418,0.076,0.036
2020,Azerbaijan,5.208,1.043,1.147,0.769,0.351,0.182,0.035
2020,Lebanon,5.197,0.987,1.224,0.815,0.216,0.027,0.166
2020,Indonesia,5.192,0.931,1.203,0.66,0.491,0.028,0.498
2020,China,5.191,1.029,1.125,0.893,0.521,0.1,0.058
2020,Vietnam,5.175,0.741,1.346,0.851,0.543,0.073,0.147
2020,Bhutan,5.082,0.813,1.321,0.604,0.457,0.167,0.37
2020,Cameroon,5.044,0.549,0.91,0.331,0.381,0.037,0.187
2020,Bulgaria,5.011,1.092,1.513,0.815,0.311,0.004,0.081
2020,Ghana,4.996,0.611,0.868,0.486,0.381,0.04,0.245
2020,Ivory Coast,4.944,0.569,0.808,0.232,0.352,0.09,0.154
2020,Nepal,4.913,0.446,1.226,0.677,0.439,0.089,0.285
2020,Jordan,4.906,0.837,1.225,0.815,0.383,0.13,0.11
2020,Benin,4.883,0.393,0.437,0.397,0.349,0.082,0.175
2020,Congo (Brazzaville),4.812,0.673,0.799,0.508,0.372,0.093,0.105
2020,Gabon,4.799,1.057,1.183,0.571,0.295,0.055,0.043
2020,Laos,4.796,0.764,1.03,0.551,0.547,0.164,0.266
2020,South Africa,4.722,0.96,1.351,0.469,0.389,0.055,0.13
2020,Albania,4.719,0.947,0.848,0.874,0.383,0.027,0.178
2020,Venezuela,4.707,0.96,1.427,0.805,0.154,0.047,0.064
2020,Cambodia,4.7,0.574,1.122,0.637,0.609,0.062,0.232
2020,Palestinian Territories,4.696,0.657,1.247,0.672,0.225,0.066,0.103
2020,Senegal,4.681,0.45,1.134,0.571,0.292,0.072,0.153
2020,Somalia,4.668,0,0.698,0.268,0.559,0.27,0.243
2020,Namibia,4.639,0.879,1.313,0.477,0.401,0.056,0.07
2020,Niger,4.628,0.138,0.774,0.366,0.318,0.102,0.188
2020,Burkina Faso,4.587,0.331,1.056,0.38,0.255,0.113,0.177
2020,Armenia,4.559,0.85,1.055,0.815,0.283,0.064,0.095
2020,Iran,4.548,1.1,0.842,0.785,0.305,0.125,0.27
2020,Guinea,4.534,0.38,0.829,0.375,0.332,0.086,0.207
2020,Georgia,4.519,0.886,0.666,0.752,0.346,0.164,0.043
2020,Gambia,4.516,0.308,0.939,0.428,0.382,0.167,0.269
2020,Kenya,4.509,0.512,0.983,0.581,0.431,0.053,0.372
2020,Mauritania,4.49,0.57,1.167,0.489,0.066,0.088,0.106
2020,Mozambique,4.466,0.204,0.986,0.39,0.494,0.138,0.197
2020,Tunisia,4.461,0.921,1,0.815,0.167,0.055,0.059
2020,Bangladesh,4.456,0.562,0.928,0.723,0.527,0.143,0.166
2020,Iraq,4.437,1.043,0.98,0.574,0.241,0.089,0.148
2020,Congo (Kinshasa),4.418,0.094,1.125,0.357,0.269,0.053,0.212
2020,Mali,4.39,0.385,1.105,0.308,0.327,0.052,0.153
2020,Sierra Leone,4.374,0.268,0.841,0.242,0.309,0.045,0.252
2020,Sri Lanka,4.366,0.949,1.265,0.831,0.47,0.047,0.244
2020,Myanmar,4.36,0.71,1.181,0.555,0.525,0.172,0.566
2020,Chad,4.35,0.35,0.766,0.192,0.174,0.078,0.198
2020,Ukraine,4.332,0.82,1.39,0.739,0.178,0.01,0.187
2020,Ethiopia,4.286,0.336,1.033,0.532,0.344,0.1,0.209
2020,Swaziland,4.212,0.811,1.149,0,0.313,0.135,0.074
2020,Uganda,4.189,0.332,1.069,0.443,0.356,0.06,0.252
2020,Egypt,4.166,0.913,1.039,0.644,0.241,0.067,0.076
2020,Zambia,4.107,0.578,1.058,0.426,0.431,0.087,0.247
2020,Togo,4.085,0.275,0.572,0.41,0.293,0.085,0.177
